,r0_t,std_err
2020-08-04,1.0064378290181228,0.15019929433792029
2020-08-05,0.995110827948788,0.15028606951290846
2020-08-06,0.9793684624906641,0.1503956624923514
2020-08-07,0.9617940365085462,0.1506401910072888
2020-08-08,0.94156885785799,0.15102215411307265
2020-08-09,0.9160279930721169,0.15150001664497828
2020-08-10,0.8857655782062501,0.15214905411494875
2020-08-11,0.8556315811081908,0.15315916625541653
2020-08-12,0.8304297000885993,0.15467995671193166
2020-08-13,0.8135376869906136,0.15676894183930976
2020-08-14,0.8069321312879056,0.15938557805632192
2020-08-15,0.8078038522366735,0.16231253288946382
2020-08-16,0.8154110303589084,0.16546876862036983
2020-08-17,0.8297182969160588,0.16922345579205175
2020-08-18,0.845535961506099,0.1749066573745533
2020-08-19,0.8536757777565187,0.18579312010839835
2020-08-20,0.8556452418817571,0.2080695891162635
2020-08-21,0.854421426898606,0.2489604643482114
2020-08-22,0.8530012381706389,0.31323672069776975
2020-08-23,0.852095861799678,0.40165897779924514
