,r0_t,std_err
2020-03-01,2.6309436458247295,0.35630188662570517
2020-03-02,2.474550754644348,0.29612034456545305
2020-03-03,2.3025100098580094,0.24779506224914183
2020-03-04,2.125424792125273,0.20908760820649858
2020-03-05,1.9711412229437075,0.17905557082505147
2020-03-06,1.8439552258624683,0.15573182290531878
2020-03-07,1.739285915898861,0.13733697938391637
2020-03-08,1.6499561930183406,0.12252493088493026
2020-03-09,1.5710841076576176,0.11038244495355563
2020-03-10,1.5022766201440443,0.10032512323416545
2020-03-11,1.447347391432049,0.0920043659907042
2020-03-12,1.410044494466206,0.08514970848794974
2020-03-13,1.388752481105058,0.07945485179379988
2020-03-14,1.3790773120778483,0.07464148209217548
2020-03-15,1.3775063130001144,0.07050963120809126
2020-03-16,1.3794973593828395,0.06688242546939183
2020-03-17,1.3772851631428085,0.0635673094086487
2020-03-18,1.3700646913698475,0.06051209281561979
2020-03-19,1.3653986917664735,0.05779432828373932
2020-03-20,1.364763850917304,0.05540111513836038
2020-03-21,1.3622044422911275,0.05323151362676356
2020-03-22,1.350539679345657,0.051190395561469405
2020-03-23,1.3242878591592873,0.04921736082920822
2020-03-24,1.279612772666366,0.04727725243018866
2020-03-25,1.2169803602097522,0.04539042759029814
2020-03-26,1.1494916567444353,0.043704789598871766
2020-03-27,1.0849692245710776,0.042291701144185255
2020-03-28,1.0250176076952824,0.041154438672283966
2020-03-29,0.9683021718124811,0.04027214672720177
2020-03-30,0.9148459479228526,0.0396373883764771
2020-03-31,0.8661069573236869,0.03924704745588571
2020-04-01,0.8214219410109898,0.03908011764081255
2020-04-02,0.7813363930428734,0.03912760053178816
2020-04-03,0.7469544924964202,0.039387752896564536
2020-04-04,0.7192222801374591,0.039859644397767194
2020-04-05,0.6983649543414915,0.04053868067754042
2020-04-06,0.6869666825336279,0.04143841230357265
2020-04-07,0.6859940215069692,0.0425646776131739
2020-04-08,0.6919937114565463,0.043896045065519945
2020-04-09,0.6973556597196983,0.04537923844287075
2020-04-10,0.698458305510836,0.04698246070459471
2020-04-11,0.695096402311654,0.048693543318509266
2020-04-12,0.6896996877079218,0.05051977699530455
2020-04-13,0.6864192674527045,0.052487985676699205
2020-04-14,0.6904421461221784,0.05464612082209131
2020-04-15,0.6995560240101294,0.05698724285082422
2020-04-16,0.7069177837156696,0.05945716720885655
2020-04-17,0.7107259984395523,0.06203615317465088
2020-04-18,0.7129600607228331,0.06473513437325015
2020-04-19,0.7163779672800625,0.0675705136355663
2020-04-20,0.7230463551164981,0.07055988468962854
2020-04-21,0.7309486396570701,0.07368648128759551
2020-04-22,0.7343066114765511,0.07688356476355664
2020-04-23,0.7317232573311909,0.08012623514790511
2020-04-24,0.7267280622483937,0.08345068292534806
2020-04-25,0.7190157410465596,0.08684268152118313
2020-04-26,0.708609245837044,0.09029667680654188
2020-04-27,0.6986458115669919,0.09386468614551678
2020-04-28,0.6980921122186211,0.09769622354518252
2020-04-29,0.7076741676638217,0.10182209912941323
2020-04-30,0.7227849217163645,0.10618911932465681
2020-05-01,0.7407786235376959,0.11076559168271982
2020-05-02,0.758673101634103,0.11549554413334476
2020-05-03,0.7765598111779212,0.1203530618267191
2020-05-04,0.794574197380226,0.12531379903386916
2020-05-05,0.8093190991028436,0.13028626837231438
2020-05-06,0.8195020962835337,0.13522423552705218
2020-05-07,0.8231902549302551,0.14007168533544329
2020-05-08,0.8170958995252963,0.1447350274179292
2020-05-09,0.7986028603139922,0.14913817768968282
2020-05-10,0.7720068286735912,0.15340849919448918
2020-05-11,0.7461029662921463,0.15780900102406714
2020-05-12,0.729965526958141,0.16262139116462448
2020-05-13,0.7220468821176682,0.16786038322914154
2020-05-14,0.7180550657809025,0.1734703978384217
2020-05-15,0.7147941409550866,0.17939755010807873
2020-05-16,0.7095273815216029,0.18555564722858406
2020-05-17,0.7091919518130003,0.1921117767471146
2020-05-18,0.722869467787965,0.19933822354215308
2020-05-19,0.7581448892915837,0.20754718519862972
2020-05-20,0.8104184264213499,0.21671794120008678
2020-05-21,0.8661399856253356,0.22644683546189856
2020-05-22,0.9083233020156672,0.23595889448553087
2020-05-23,0.9248024755391107,0.24446281345801513
2020-05-24,0.9098124220572738,0.25140026183027286
2020-05-25,0.8764169389801673,0.257253868665927
2020-05-26,0.8490189503237991,0.263215636849766
2020-05-27,0.8322589532222743,0.26961348884021497
2020-05-28,0.8147092894964483,0.2760357681095562
2020-05-29,0.7906431488676798,0.28233438133279387
2020-05-30,0.7658971005808503,0.28882722299989005
2020-05-31,0.7508133965593169,0.295900169785328
2020-06-01,0.7532925609208718,0.3038015153258414
2020-06-02,0.7745299918847472,0.3125450488022931
2020-06-03,0.8086023473276628,0.32180390109365303
2020-06-04,0.8508650649374412,0.33121294989832784
2020-06-05,0.8984043758920662,0.34036689746085985
2020-06-06,0.9439381891567485,0.3484533684068678
2020-06-07,0.9830291643336787,0.35476823358188825
2020-06-08,1.0219045408383365,0.35944138553175586
2020-06-09,1.0721033841450143,0.3631758970628705
2020-06-10,1.1309589567980165,0.36574479989531916
2020-06-11,1.1915839379611581,0.3666490507554405
2020-06-12,1.2500201491321064,0.36565606733572603
2020-06-13,1.3048692304260727,0.36275332225565526
2020-06-14,1.3555498083234039,0.35800833166414
2020-06-15,1.4006676712138786,0.35151811453021714
2020-06-16,1.4342132862146768,0.3430895415799923
2020-06-17,1.4494296148719599,0.33254983671413035
2020-06-18,1.4507747427942934,0.3206794570973032
2020-06-19,1.4427495225976117,0.30819944440373437
2020-06-20,1.425276338029703,0.2954117768420447
2020-06-21,1.4004627776408374,0.28273732272451635
2020-06-22,1.3692115348322682,0.27045288761065234
2020-06-23,1.327750408809754,0.2584600324415202
2020-06-24,1.2746028296473897,0.2467862701234127
2020-06-25,1.2141977675807727,0.23576849776485673
2020-06-26,1.1593567102541444,0.2260702961502465
2020-06-27,1.1170391715425798,0.21790112749737914
2020-06-28,1.092213860343104,0.211331760115003
2020-06-29,1.086567003465742,0.20628467981595452
2020-06-30,1.0916811865491296,0.2022631580895944
2020-07-01,1.0991101847176064,0.1987870689673344
2020-07-02,1.1076509723683527,0.19570137776710206
2020-07-03,1.113883959818297,0.19276349980079455
2020-07-04,1.114357253979316,0.18975014710593538
2020-07-05,1.11038945995414,0.18668094830926116
2020-07-06,1.1083628224791418,0.18380502665904158
2020-07-07,1.1115426557498862,0.1812374450127439
2020-07-08,1.113432975954348,0.17871947743887895
2020-07-09,1.1122374798468362,0.17619428475491108
2020-07-10,1.1095717735027324,0.17373228861375176
2020-07-11,1.1079855954784734,0.17141933793153474
2020-07-12,1.1103404310058533,0.1693447791849033
2020-07-13,1.1149147667747679,0.16744988583042364
2020-07-14,1.1161916923992061,0.1655469010369444
2020-07-15,1.107524195465672,0.16341177313538893
2020-07-16,1.0919034852279061,0.16116631435122425
2020-07-17,1.0721811125238603,0.1589163480507867
2020-07-18,1.052728064185406,0.15681624942613293
2020-07-19,1.0389470315102096,0.15505319411264062
2020-07-20,1.0326020551213162,0.15369757176255694
2020-07-21,1.026945210002947,0.15253635419116535
2020-07-22,1.0137209992295473,0.15130936960434457
2020-07-23,0.9949663733587212,0.15007585782295776
2020-07-24,0.9747697072913967,0.14894226564058854
2020-07-25,0.9575335341585866,0.14801509309780997
2020-07-26,0.948437881438565,0.1474344358811376
2020-07-27,0.9527269917521612,0.14735828928870726
2020-07-28,0.9710918740873264,0.14781298924683176
2020-07-29,0.9952215599118925,0.1485568273347496
2020-07-30,1.014443005383995,0.1492539807584513
2020-07-31,1.0228695950145688,0.14969029215702717
2020-08-01,1.0224975785513606,0.14989129661353368
2020-08-02,1.0176024613993087,0.14996851483410675
2020-08-03,1.0124481201257456,0.1500643589162307
