,r0_t,std_err
2020-05-23,1.4197307486836384,0.20214410538342997
2020-05-24,1.4274358418957147,0.19264983743446426
2020-05-25,1.4281924322596398,0.18365929180923615
2020-05-26,1.4155390646694117,0.1748705540488952
2020-05-27,1.3929395557599453,0.16638296181597542
2020-05-28,1.3610946473850773,0.15818512840118462
2020-05-29,1.325460988369301,0.15048269954666277
2020-05-30,1.2934939468324826,0.14352991329544762
2020-05-31,1.2715567367196994,0.1374897421437085
2020-06-01,1.254490861846723,0.13212486754802877
2020-06-02,1.2346367809889889,0.12715693827137609
2020-06-03,1.21362433186577,0.12259785457617688
2020-06-04,1.201163121056887,0.1186591941066903
2020-06-05,1.1996000462763525,0.11532435200535603
2020-06-06,1.2023228849840564,0.11236808473548221
2020-06-07,1.2018828828457089,0.10958203777762457
2020-06-08,1.1921169985091942,0.10680547954902102
2020-06-09,1.1696320143618082,0.10394738235823475
2020-06-10,1.139345226747393,0.10111822747728286
2020-06-11,1.113239394413287,0.0985784859729881
2020-06-12,1.0991372603398364,0.09647637478739783
2020-06-13,1.0939992415470863,0.0947320720023342
2020-06-14,1.0903835422572248,0.09318971478715245
2020-06-15,1.0834918506816815,0.0917477373147962
2020-06-16,1.0669801813390867,0.0902658963662121
2020-06-17,1.040785869248665,0.08872836899873941
2020-06-18,1.019467526236031,0.08739542329506327
2020-06-19,1.0143912065500662,0.08645702924202672
2020-06-20,1.0257180513587794,0.08590699540551604
2020-06-21,1.0443624605474666,0.0855923082789169
2020-06-22,1.0586017009727102,0.08531176758698561
2020-06-23,1.0587963394763544,0.08487931371530923
2020-06-24,1.0482869102240633,0.08433554653265853
2020-06-25,1.0400853219913813,0.08389930278044537
2020-06-26,1.040323566936816,0.08367952101441967
2020-06-27,1.0437945970259404,0.08360452188997941
2020-06-28,1.041324235706829,0.08354491759622107
2020-06-29,1.0200667889460981,0.08330109309298193
2020-06-30,0.9778202855859357,0.08285200272814142
2020-07-01,0.9238499684859203,0.08237267229972574
2020-07-02,0.8729298695249607,0.08211705532103826
2020-07-03,0.8347929538006303,0.0822411062785555
2020-07-04,0.8073522118428204,0.08272869199803178
2020-07-05,0.7851472421994271,0.08352033826768308
2020-07-06,0.7677248396377458,0.08461720083910507
2020-07-07,0.7525555244471335,0.08596894020801595
2020-07-08,0.7441581230340214,0.08761521044488738
2020-07-09,0.7476420788727342,0.08961465924099396
2020-07-10,0.7661247861880469,0.09201879050006345
2020-07-11,0.7985198602645548,0.09483031294878243
2020-07-12,0.8377626552831053,0.09795861312491745
2020-07-13,0.8732803151396473,0.10121324666120454
2020-07-14,0.8915557061696465,0.10429167278611502
2020-07-15,0.8848137804503425,0.10696818275676685
2020-07-16,0.8648448503485858,0.10943376071007613
2020-07-17,0.8432470484469954,0.11192208578451204
2020-07-18,0.8208920084438104,0.11448095303467642
2020-07-19,0.7976277979675912,0.11716672420705902
2020-07-20,0.7729739597989999,0.12004208502643861
2020-07-21,0.7423976981671488,0.12305539236551115
2020-07-22,0.7046607273614672,0.1261975524077269
2020-07-23,0.6709980298028382,0.1297106413951965
2020-07-24,0.6526643168909293,0.13382898275352917
2020-07-25,0.6564755450889492,0.13871328486737552
2020-07-26,0.6820106186517588,0.1444276208066032
2020-07-27,0.7166157535739683,0.15077800364048563
2020-07-28,0.7453199086954861,0.15739610765904355
2020-07-29,0.7625591347956582,0.16402381111717565
2020-07-30,0.7751861852506035,0.1707042842693781
2020-07-31,0.7888159182728798,0.17748266925169062
2020-08-01,0.8032611298267122,0.18429207357149902
2020-08-02,0.8169715495584947,0.1910677085902427
2020-08-03,0.8313979893794831,0.19785501241644327
2020-08-04,0.8451917382721068,0.20457021366307968
2020-08-05,0.852851800430424,0.21093414577755293
2020-08-06,0.8557639276951141,0.21692039255015422
2020-08-07,0.8601070739216952,0.22272855636461672
2020-08-08,0.8724107896476123,0.22861474517690136
2020-08-09,0.8917631883707204,0.23456516696747703
2020-08-10,0.9114384877726454,0.2403223322665516
2020-08-11,0.926800811468145,0.24566672552433866
2020-08-12,0.9409565123135479,0.25067615735798404
2020-08-13,0.9587365842370824,0.2554407806339597
2020-08-14,0.9808154784353234,0.25977729756326634
2020-08-15,1.0096291692410317,0.26359097600215975
2020-08-16,1.0463225078463845,0.2669149680110819
2020-08-17,1.0874140066208502,0.27017534320419884
2020-08-18,1.1240076860177206,0.2750032319765093
2020-08-19,1.1453824118096483,0.2856065755089138
2020-08-20,1.1505487771034568,0.30989159851694403
2020-08-21,1.1455182672961093,0.35695849555805936
2020-08-22,1.132986281570014,0.4317317960564985
2020-08-23,1.119718172411807,0.5333009653339117
