,r0_t,std_err
2020-03-10,2.6742606145426846,1.6135850445766844
2020-03-11,2.4209354113823904,1.2049646194851251
2020-03-12,2.3147847829390718,0.9554106274391553
2020-03-13,2.292649401293105,0.789345715643757
2020-03-14,2.316257094527072,0.6712615556246673
2020-03-15,2.365063013185731,0.5832843191191218
2020-03-16,2.423443355740794,0.5146921726331473
2020-03-17,2.4655975595709627,0.457384723090465
2020-03-18,2.463519955886111,0.4060677792222299
2020-03-19,2.3989415900402338,0.3582900717748565
2020-03-20,2.268709488897652,0.3137425655558656
2020-03-21,2.0793856390095744,0.2729564336198295
2020-03-22,1.8407031654666552,0.236527822500275
2020-03-23,1.5876516575144102,0.20619883872300268
2020-03-24,1.3611899256048703,0.18300445299876683
2020-03-25,1.181558624464565,0.16625436558578313
2020-03-26,1.0494355674585083,0.15450040175446422
2020-03-27,0.9612474401353167,0.146549146257568
2020-03-28,0.9106408447288362,0.14146458063841985
2020-03-29,0.8887390136638235,0.13849481996610255
2020-03-30,0.8751945106667683,0.13677540682095446
2020-03-31,0.8553424362728024,0.13571887826926232
2020-04-01,0.8256108998670463,0.13508075209341053
2020-04-02,0.7937495037610112,0.13492516605065097
2020-04-03,0.7688552137546253,0.13535405769926
2020-04-04,0.7543869260173122,0.1363720854970835
2020-04-05,0.7461843164687324,0.13784080175944827
2020-04-06,0.741094861690123,0.13965043238967884
2020-04-07,0.738976144950595,0.14173627817274154
2020-04-08,0.7471046687233084,0.14418970289174995
2020-04-09,0.7722391271305438,0.14710729128411298
2020-04-10,0.8161040971952258,0.15051495330393402
2020-04-11,0.879252939372769,0.1544580774623832
2020-04-12,0.9609056745682918,0.15898061066774039
2020-04-13,1.0539275913953956,0.16391066408943103
2020-04-14,1.1491577014474816,0.1689281701223052
2020-04-15,1.2283976309933782,0.1732765048985327
2020-04-16,1.2753268631933892,0.17617040925523342
2020-04-17,1.2822276723193347,0.17720296630174126
2020-04-18,1.250923365539184,0.17650702816258473
2020-04-19,1.1866759331818426,0.174499961503529
2020-04-20,1.0902560039180333,0.17154334105358182
2020-04-21,0.9655559044456234,0.16820810399218997
2020-04-22,0.8265840600905889,0.16539781305944742
2020-04-23,0.687568199837663,0.1638329612174559
2020-04-24,0.5663719460839209,0.164069345170534
2020-04-25,0.47854905314845525,0.16635320412711188
2020-04-26,0.42855510045481787,0.17061517191710093
2020-04-27,0.41407239043519595,0.1767330126342039
2020-04-28,0.4288187769772023,0.18461753342744605
2020-04-29,0.46588183930453264,0.19419171919804845
2020-04-30,0.5226612177445229,0.20542515360036523
2020-05-01,0.5936299895277698,0.21816087186022984
2020-05-02,0.6766684180981528,0.23224325000351537
2020-05-03,0.7678469679255724,0.24735869462136753
2020-05-04,0.8534949676357886,0.2625657868799635
2020-05-05,0.9168087712371038,0.27633896535159863
2020-05-06,0.9634383558016183,0.28812729748077043
2020-05-07,1.0159221537931058,0.2985887507103218
2020-05-08,1.0818595547124146,0.3078418022981756
2020-05-09,1.1530704578771127,0.315182790463393
2020-05-10,1.2244589971054816,0.32019384057713696
2020-05-11,1.289781107805373,0.322369869411199
2020-05-12,1.3430037595571125,0.32119014628153403
2020-05-13,1.3841589888203196,0.3167426911861693
2020-05-14,1.4193687775582458,0.3098071761734982
2020-05-15,1.4569445189408647,0.30142571301661925
2020-05-16,1.5021888628879252,0.2924176750503289
2020-05-17,1.5487625800465856,0.2827327561849601
2020-05-18,1.5758575120726832,0.27132390841734055
2020-05-19,1.55925850530659,0.2570787224201193
2020-05-20,1.5061943871161376,0.2411014984396897
2020-05-21,1.4510494494550839,0.22586534148917078
2020-05-22,1.4215699730375246,0.2129008766366212
